weather,temp,atemp,humidity,windspeed,holiday,workingday,season,hour,dow,year,ideal,log-registered,log-casual
2,18.86,22.725,88,19.9995,0,0,1,23,5,2011,0,3.2188758248682006,2.772588722239781
2,18.86,22.725,88,19.9995,0,0,1,0,6,2011,0,2.6390573296152584,1.6094379124341003
2,18.04,21.97,94,16.9979,0,0,1,1,6,2011,0,2.833213344056216,0.6931471805599453
2,17.22,21.21,100,19.0012,0,0,1,2,6,2011,0,2.1972245773362196,0.6931471805599453
2,18.86,22.725,94,12.998,0,0,1,3,6,2011,0,1.6094379124341003,1.0986122886681098
2,18.86,22.725,94,12.998,0,0,1,4,6,2011,0,0.6931471805599453,1.0986122886681098
3,17.22,21.21,77,19.9995,0,0,1,6,6,2011,0,1.0986122886681098,0.0
2,16.4,20.455,76,12.998,0,0,1,7,6,2011,0,0.6931471805599453,0.0
3,16.4,20.455,71,15.0013,0,0,1,8,6,2011,0,2.1972245773362196,0.0
2,15.58,19.695,76,15.0013,0,0,1,9,6,2011,0,2.995732273553991,0.6931471805599453
2,14.76,17.425,81,15.0013,0,0,1,10,6,2011,0,3.8501476017100584,2.0794415416798357
2,14.76,16.665,71,16.9979,0,0,1,11,6,2011,0,4.007333185232471,2.833213344056216
2,14.76,16.665,66,19.9995,0,0,1,12,6,2011,0,4.30406509320417,3.044522437723423
2,14.76,17.425,66,8.9981,0,0,1,13,6,2011,0,4.174387269895637,2.4849066497880004
3,14.76,17.425,76,12.998,0,0,1,14,6,2011,0,4.02535169073515,1.6094379124341003
3,13.94,16.665,81,11.0014,0,0,1,15,6,2011,0,4.02535169073515,2.995732273553991
3,13.94,16.665,71,11.0014,0,0,1,16,6,2011,0,4.219507705176107,2.302585092994046
1,13.94,16.665,57,12.998,0,0,1,17,6,2011,0,4.07753744390572,2.0794415416798357
2,14.76,16.665,46,22.0028,0,0,1,18,6,2011,0,3.784189633918261,2.3978952727983707
1,13.12,14.395,42,30.0026,0,0,1,19,6,2011,0,3.4011973816621555,0.6931471805599453
1,12.3,13.635,39,23.9994,0,0,1,20,6,2011,0,2.8903717578961645,1.791759469228055
1,10.66,11.365,44,22.0028,0,0,1,21,6,2011,0,3.044522437723423,2.4849066497880004
1,9.84,10.605,44,19.9995,0,0,1,22,6,2011,0,2.302585092994046,0.0
1,9.02,11.365,47,11.0014,0,0,1,23,6,2011,0,2.1972245773362196,0.0
1,9.02,9.85,44,23.9994,0,1,1,0,0,2011,0,1.791759469228055,0.0
1,8.2,8.335,44,27.9993,0,1,1,1,0,2011,0,1.0986122886681098,0.0
1,6.56,6.82,47,26.0027,0,1,1,4,0,2011,0,0.6931471805599453,0.0
1,6.56,6.82,47,19.0012,0,1,1,5,0,2011,0,1.3862943611198906,0.0
1,5.74,5.305,50,26.0027,0,1,1,6,0,2011,0,3.4339872044851463,0.0
1,5.74,6.82,50,12.998,0,1,1,7,0,2011,0,4.1588830833596715,0.6931471805599453
1,5.74,6.06,50,19.0012,0,1,1,8,0,2011,0,5.0369526024136295,0.6931471805599453
1,6.56,6.82,43,26.0027,0,1,1,9,0,2011,0,4.406719247264253,2.0794415416798357
1,7.38,8.335,43,16.9979,0,1,1,10,0,2011,0,3.5263605246161616,2.4849066497880004
1,8.2,9.09,40,22.0028,0,1,1,11,0,2011,0,3.7376696182833684,2.3978952727983707
1,9.02,10.605,35,19.9995,0,1,1,12,0,2011,0,3.8918202981106265,2.6390573296152584
1,9.84,10.605,35,19.0012,0,1,1,13,0,2011,0,3.9889840465642745,2.1972245773362196
1,10.66,12.12,30,19.0012,0,1,1,14,0,2011,0,4.204692619390966,2.4849066497880004
1,10.66,12.12,30,16.9979,0,1,1,15,0,2011,0,4.07753744390572,2.70805020110221
1,10.66,12.12,30,16.9979,0,1,1,16,0,2011,0,4.219507705176107,2.302585092994046
1,9.84,11.365,30,15.0013,0,1,1,17,0,2011,0,4.990432586778736,2.4849066497880004
1,9.84,12.88,32,7.0015,0,1,1,18,0,2011,0,5.003946305945459,2.302585092994046
1,8.2,12.88,47,0.0,0,1,1,19,0,2011,0,4.634728988229636,2.1972245773362196
1,8.2,11.365,47,7.0015,0,1,1,20,0,2011,0,3.912023005428146,1.3862943611198906
1,7.38,9.85,64,8.9981,0,1,1,21,0,2011,0,3.912023005428146,1.3862943611198906
1,5.74,7.575,69,8.9981,0,1,1,22,0,2011,0,3.044522437723423,0.0
1,7.38,10.605,55,7.0015,0,1,1,23,0,2011,0,2.4849066497880004,0.6931471805599453
1,6.56,9.09,55,7.0015,0,1,1,0,1,2011,0,1.791759469228055,0.0
1,6.56,9.09,59,7.0015,0,1,1,1,1,2011,0,1.0986122886681098,0.0
1,5.74,7.575,63,8.9981,0,1,1,2,1,2011,0,0.6931471805599453,0.0
1,5.74,9.09,63,6.0032,0,1,1,4,1,2011,0,1.0986122886681098,0.0
1,4.92,7.575,68,7.0015,0,1,1,5,1,2011,0,1.6094379124341003,0.0
1,4.92,7.575,74,7.0015,0,1,1,6,1,2011,0,3.6109179126442243,0.0
1,4.92,7.575,74,8.9981,0,1,1,7,1,2011,0,4.532599493153256,1.0986122886681098
1,5.74,7.575,69,11.0014,0,1,1,8,1,2011,0,5.181783550292085,1.0986122886681098
1,6.56,7.575,64,15.0013,0,1,1,9,1,2011,0,4.59511985013459,1.0986122886681098
2,6.56,6.82,69,22.0028,0,1,1,10,1,2011,0,3.6375861597263857,1.791759469228055
1,9.02,10.605,51,19.9995,0,1,1,11,1,2011,0,3.9318256327243257,2.0794415416798357
1,9.02,11.365,51,11.0014,0,1,1,12,1,2011,0,4.204692619390966,2.5649493574615367
1,9.84,11.365,56,12.998,0,1,1,13,1,2011,0,4.382026634673881,2.9444389791664403
1,10.66,12.88,52,15.0013,0,1,1,14,1,2011,0,4.007333185232471,2.302585092994046
1,11.48,13.635,52,16.9979,0,1,1,15,1,2011,0,3.8918202981106265,2.8903717578961645
1,12.3,14.395,49,16.9979,0,1,1,16,1,2011,0,4.23410650459726,2.772588722239781
1,11.48,13.635,48,15.0013,0,1,1,17,1,2011,0,5.313205979041787,2.3978952727983707
1,10.66,12.88,48,12.998,0,1,1,18,1,2011,0,5.19295685089021,1.3862943611198906
1,9.84,12.88,48,7.0015,0,1,1,19,1,2011,0,4.709530201312334,1.0986122886681098
1,9.84,12.88,48,7.0015,0,1,1,20,1,2011,0,3.9889840465642745,0.6931471805599453
1,9.02,13.635,64,0.0,0,1,1,21,1,2011,0,3.8918202981106265,0.0
1,9.02,12.88,64,6.0032,0,1,1,22,1,2011,0,3.5553480614894135,0.6931471805599453
1,8.2,11.365,69,6.0032,0,1,1,23,1,2011,0,2.302585092994046,1.0986122886681098
1,8.2,12.88,64,0.0,0,1,1,0,2,2011,0,1.9459101490553132,0.0
1,6.56,9.85,74,6.0032,0,1,1,1,2,2011,0,1.9459101490553132,0.0
1,6.56,9.85,74,6.0032,0,1,1,2,2,2011,0,1.0986122886681098,0.0
1,9.84,11.365,48,15.0013,0,1,1,4,2,2011,0,1.0986122886681098,0.0
1,9.02,11.365,47,11.0014,0,1,1,5,2,2011,0,1.3862943611198906,0.0
1,8.2,9.85,47,15.0013,0,1,1,6,2,2011,0,3.5263605246161616,0.0
1,7.38,9.09,43,12.998,0,1,1,7,2,2011,0,4.477336814478207,0.6931471805599453
1,8.2,9.09,40,19.9995,0,1,1,8,2,2011,0,5.262690188904886,1.3862943611198906
1,9.02,9.85,37,22.0028,0,1,1,9,2,2011,0,4.700480365792417,1.9459101490553132
1,9.02,9.85,37,22.0028,0,1,1,10,2,2011,0,3.9889840465642745,1.6094379124341003
1,10.66,11.365,33,22.0028,0,1,1,11,2,2011,0,3.5553480614894135,2.5649493574615367
1,10.66,11.365,33,22.0028,0,1,1,12,2,2011,0,4.31748811353631,1.791759469228055
1,11.48,12.88,30,19.9995,0,1,1,13,2,2011,0,4.189654742026425,1.9459101490553132
1,12.3,14.395,28,12.998,0,1,1,14,2,2011,0,3.970291913552122,2.3978952727983707
1,12.3,14.395,28,12.998,0,1,1,15,2,2011,0,4.02535169073515,2.0794415416798357
1,12.3,15.91,28,6.0032,0,1,1,16,2,2011,0,4.454347296253507,1.6094379124341003
1,9.84,11.365,38,12.998,0,1,1,17,2,2011,0,5.231108616854587,1.6094379124341003
1,9.84,12.12,38,8.9981,0,1,1,18,2,2011,0,5.117993812416755,1.3862943611198906
1,9.84,12.88,38,7.0015,0,1,1,19,2,2011,0,4.852030263919617,1.791759469228055
1,9.02,11.365,47,11.0014,0,1,1,20,2,2011,0,4.418840607796598,2.0794415416798357
1,8.2,9.85,51,12.998,0,1,1,21,2,2011,0,3.713572066704308,1.3862943611198906
1,7.38,9.85,55,8.9981,0,1,1,22,2,2011,0,3.7376696182833684,0.6931471805599453
1,8.2,12.88,47,0.0,0,1,1,23,2,2011,0,2.9444389791664403,0.6931471805599453
1,7.38,12.12,55,0.0,0,1,1,0,3,2011,0,2.4849066497880004,0.0
1,6.56,11.365,64,0.0,0,1,1,1,3,2011,0,1.6094379124341003,0.0
1,6.56,11.365,64,0.0,0,1,1,2,3,2011,0,1.0986122886681098,0.0
2,6.56,9.85,64,6.0032,0,1,1,4,3,2011,0,0.6931471805599453,0.0
2,5.74,9.09,69,6.0032,0,1,1,5,3,2011,0,1.6094379124341003,0.0
2,5.74,8.335,63,7.0015,0,1,1,6,3,2011,0,3.6109179126442243,0.0
2,6.56,11.365,59,0.0,0,1,1,7,3,2011,0,4.564348191467836,0.0
1,6.56,11.365,59,0.0,0,1,1,8,3,2011,0,5.37989735354046,1.3862943611198906
2,7.38,12.12,51,0.0,0,1,1,9,3,2011,0,4.762173934797756,1.9459101490553132
1,8.2,12.88,47,0.0,0,1,1,10,3,2011,0,3.7612001156935624,1.3862943611198906
1,9.02,12.88,44,6.0032,0,1,1,11,3,2011,0,4.060443010546419,1.0986122886681098
1,10.66,14.395,35,0.0,0,1,1,12,3,2011,0,4.3694478524670215,1.9459101490553132
1,10.66,13.635,35,7.0015,0,1,1,13,3,2011,0,4.02535169073515,2.5649493574615367
1,11.48,13.635,36,11.0014,0,1,1,14,3,2011,0,4.0943445622221,2.4849066497880004
1,11.48,13.635,36,0.0,0,1,1,15,3,2011,0,4.007333185232471,2.1972245773362196
1,10.66,12.88,38,11.0014,0,1,1,16,3,2011,0,4.31748811353631,2.5649493574615367
1,9.02,11.365,51,11.0014,0,1,1,17,3,2011,0,5.099866427824199,2.302585092994046
1,9.02,11.365,51,8.9981,0,1,1,18,3,2011,0,5.0689042022202315,1.791759469228055
1,9.02,12.88,55,6.0032,0,1,1,19,3,2011,0,4.700480365792417,1.3862943611198906
1,8.2,10.605,51,11.0014,0,1,1,20,3,2011,0,4.204692619390966,1.3862943611198906
2,9.02,10.605,55,15.0013,0,1,1,21,3,2011,0,3.8918202981106265,0.0
2,9.02,10.605,51,19.0012,0,1,1,22,3,2011,0,3.9512437185814275,0.6931471805599453
2,8.2,9.85,59,12.998,0,1,1,23,3,2011,0,2.995732273553991,1.6094379124341003
2,8.2,9.85,64,12.998,0,1,1,0,4,2011,0,2.6390573296152584,1.6094379124341003
2,8.2,9.85,69,15.0013,0,1,1,1,4,2011,0,1.791759469228055,1.0986122886681098
2,8.2,9.85,69,15.0013,0,1,1,2,4,2011,0,0.6931471805599453,0.0
2,8.2,10.605,69,8.9981,0,1,1,4,4,2011,0,0.6931471805599453,0.0
3,9.02,13.635,55,0.0,0,1,1,5,4,2011,0,1.791759469228055,0.0
2,8.2,12.88,69,0.0,0,1,1,6,4,2011,0,3.295836866004329,2.1972245773362196
1,8.2,10.605,69,8.9981,0,1,1,7,4,2011,0,4.343805421853684,2.1972245773362196
1,8.2,9.85,51,16.9979,0,1,1,8,4,2011,0,5.25227342804663,3.044522437723423
1,8.2,9.09,47,19.9995,0,1,1,9,4,2011,0,4.836281906951478,2.302585092994046
1,9.02,9.85,37,22.0028,0,1,1,10,4,2011,0,3.871201010907891,2.833213344056216
2,8.2,9.85,40,15.0013,0,1,1,11,4,2011,0,3.8918202981106265,2.995732273553991
2,8.2,9.85,37,16.9979,0,1,1,12,4,2011,0,3.9318256327243257,2.302585092994046
2,8.2,9.09,37,19.0012,0,1,1,13,4,2011,0,4.174387269895637,2.302585092994046
2,8.2,9.85,40,16.9979,0,1,1,14,4,2011,0,3.784189633918261,2.0794415416798357
2,8.2,10.605,37,11.0014,0,1,1,15,4,2011,0,4.1588830833596715,2.302585092994046
2,8.2,10.605,37,11.0014,0,1,1,16,4,2011,0,4.418840607796598,1.791759469228055
2,8.2,12.88,37,0.0,0,1,1,17,4,2011,0,5.187385805840755,2.302585092994046
1,8.2,11.365,40,6.0032,0,1,1,18,4,2011,0,4.762173934797756,2.0794415416798357
1,6.56,9.85,55,6.0032,0,1,1,19,4,2011,0,4.532599493153256,1.3862943611198906
1,7.38,10.605,47,7.0015,0,1,1,20,4,2011,0,3.9318256327243257,0.6931471805599453
1,7.38,9.85,47,8.9981,0,1,1,21,4,2011,0,3.6888794541139363,0.0
2,7.38,9.85,43,11.0014,0,1,1,22,4,2011,0,3.5553480614894135,1.0986122886681098
2,7.38,9.85,51,11.0014,0,1,1,23,4,2011,0,2.70805020110221,0.6931471805599453
2,7.38,9.85,51,11.0014,0,0,1,0,5,2011,0,3.2188758248682006,0.6931471805599453
2,7.38,10.605,55,6.0032,0,0,1,1,5,2011,0,2.772588722239781,0.6931471805599453
2,7.38,12.12,55,0.0,0,0,1,2,5,2011,0,2.6390573296152584,1.3862943611198906
3,7.38,9.85,55,11.0014,0,0,1,3,5,2011,0,2.0794415416798357,0.0
3,7.38,9.85,55,11.0014,0,0,1,4,5,2011,0,0.6931471805599453,0.0
2,6.56,8.335,74,11.0014,0,0,1,5,5,2011,0,1.791759469228055,0.0
2,6.56,8.335,74,11.0014,0,0,1,6,5,2011,0,1.0986122886681098,0.0
2,6.56,9.09,74,7.0015,0,0,1,7,5,2011,0,2.1972245773362196,0.6931471805599453
3,6.56,9.09,93,7.0015,0,0,1,8,5,2011,0,2.772588722239781,0.0
3,6.56,9.09,93,7.0015,0,0,1,9,5,2011,0,3.044522437723423,0.0
2,7.38,9.85,80,11.0014,0,0,1,10,5,2011,0,4.04305126783455,1.791759469228055
2,8.2,9.09,69,26.0027,0,0,1,11,5,2011,0,4.110873864173311,1.0986122886681098
2,8.2,9.09,59,23.9994,0,0,1,12,5,2011,0,4.51085950651685,2.1972245773362196
1,8.2,9.09,44,22.0028,0,0,1,13,5,2011,0,4.564348191467836,2.0794415416798357
1,8.2,8.335,32,32.9975,0,0,1,14,5,2011,0,4.430816798843313,2.5649493574615367
1,8.2,8.335,32,30.0026,0,0,1,15,5,2011,0,4.248495242049359,1.791759469228055
1,7.38,6.82,29,30.0026,0,0,1,16,5,2011,0,4.23410650459726,2.1972245773362196
1,6.56,6.06,37,36.9974,0,0,1,17,5,2011,0,4.174387269895637,1.791759469228055
1,5.74,6.06,39,19.9995,0,0,1,18,5,2011,0,3.970291913552122,1.3862943611198906
1,5.74,6.06,36,16.9979,0,0,1,19,5,2011,0,3.295836866004329,1.6094379124341003
1,4.92,6.06,36,16.9979,0,0,1,20,5,2011,0,3.367295829986474,0.0
1,4.92,5.305,39,23.9994,0,0,1,21,5,2011,0,3.58351893845611,1.0986122886681098
1,4.92,5.305,36,26.0027,0,0,1,22,5,2011,0,3.5263605246161616,0.6931471805599453
1,4.1,3.03,39,30.0026,0,0,1,23,5,2011,0,3.1354942159291497,0.0
1,4.1,3.79,42,26.0027,0,0,1,0,6,2011,0,3.2188758248682006,0.6931471805599453
1,4.1,3.03,42,31.0009,0,0,1,1,6,2011,0,2.5649493574615367,0.0
1,4.1,3.03,46,31.0009,0,0,1,2,6,2011,0,2.4849066497880004,0.0
1,4.1,3.79,46,27.9993,0,0,1,3,6,2011,0,1.6094379124341003,0.0
1,3.28,4.545,53,12.998,0,0,1,4,6,2011,0,0.6931471805599453,0.0
1,3.28,4.545,53,12.998,0,0,1,5,6,2011,0,0.6931471805599453,0.0
1,4.1,4.545,49,19.0012,0,0,1,6,6,2011,0,0.6931471805599453,0.0
1,3.28,4.545,53,12.998,0,0,1,7,6,2011,0,1.791759469228055,0.6931471805599453
1,4.1,4.545,49,19.0012,0,0,1,8,6,2011,0,2.3978952727983707,0.0
1,4.92,3.79,46,35.0008,0,0,1,9,6,2011,0,2.995732273553991,0.0
1,5.74,5.305,43,26.0027,0,0,1,10,6,2011,0,3.912023005428146,0.0
1,6.56,6.06,40,35.0008,0,0,1,11,6,2011,0,3.871201010907891,1.0986122886681098
1,7.38,6.82,37,30.0026,0,0,1,12,6,2011,0,4.382026634673881,1.6094379124341003
1,8.2,8.335,34,30.0026,0,0,1,13,6,2011,0,4.248495242049359,1.9459101490553132
1,9.02,9.09,32,31.0009,0,0,1,14,6,2011,0,4.174387269895637,2.1972245773362196
1,9.02,9.85,35,23.9994,0,0,1,15,6,2011,0,4.356708826689592,1.791759469228055
1,8.2,8.335,34,30.0026,0,0,1,16,6,2011,0,4.382026634673881,2.6390573296152584
1,7.38,7.575,37,26.0027,0,0,1,17,6,2011,0,4.0943445622221,1.3862943611198906
1,6.56,6.82,40,22.0028,0,0,1,18,6,2011,0,3.8066624897703196,1.6094379124341003
1,6.56,6.82,43,22.0028,0,0,1,19,6,2011,0,3.713572066704308,0.6931471805599453
1,5.74,6.06,46,16.9979,0,0,1,20,6,2011,0,3.6635616461296463,0.0
1,5.74,5.305,46,27.9993,0,0,1,21,6,2011,0,2.995732273553991,0.6931471805599453
1,5.74,6.06,46,19.9995,0,0,1,22,6,2011,0,2.3978952727983707,1.791759469228055
1,4.92,6.82,50,12.998,0,0,1,23,6,2011,0,1.9459101490553132,0.0
1,4.92,6.06,50,19.0012,0,1,1,0,0,2011,0,1.3862943611198906,1.0986122886681098
1,4.92,6.06,50,19.0012,0,1,1,1,0,2011,0,0.0,0.6931471805599453
1,4.92,6.06,50,15.0013,0,1,1,2,0,2011,0,1.3862943611198906,0.0
1,4.92,6.06,50,15.0013,0,1,1,3,0,2011,0,0.6931471805599453,0.0
1,4.1,6.06,54,8.9981,0,1,1,4,0,2011,0,1.0986122886681098,0.6931471805599453
1,4.1,5.305,54,16.9979,0,1,1,5,0,2011,0,1.3862943611198906,0.0
1,4.92,6.06,50,19.0012,0,1,1,6,0,2011,0,3.4657359027997265,0.0
1,4.92,6.06,50,15.0013,0,1,1,7,0,2011,0,4.330733340286331,1.0986122886681098
2,4.92,6.06,50,19.0012,0,1,1,8,0,2011,0,5.220355825078324,1.6094379124341003
2,5.74,6.06,50,16.9979,0,1,1,9,0,2011,0,4.532599493153256,1.0986122886681098
2,5.74,6.06,50,19.9995,0,1,1,10,0,2011,0,3.4657359027997265,0.0
2,6.56,6.82,47,19.0012,0,1,1,11,0,2011,0,3.367295829986474,1.0986122886681098
2,8.2,9.09,40,19.0012,0,1,1,12,0,2011,0,3.871201010907891,1.791759469228055
2,8.2,9.09,40,19.0012,0,1,1,13,0,2011,0,3.9318256327243257,1.6094379124341003
2,8.2,9.85,40,15.0013,0,1,1,14,0,2011,0,3.871201010907891,0.0
2,8.2,9.85,40,15.0013,0,1,1,15,0,2011,0,3.784189633918261,1.0986122886681098
1,8.2,10.605,40,8.9981,0,1,1,16,0,2011,0,4.2626798770413155,1.6094379124341003
1,8.2,11.365,40,7.0015,0,1,1,17,0,2011,0,5.1647859739235145,1.6094379124341003
1,8.2,9.85,40,15.0013,0,1,1,18,0,2011,0,5.043425116919247,0.6931471805599453
1,6.56,8.335,47,11.0014,0,1,1,19,0,2011,0,4.532599493153256,1.3862943611198906
1,6.56,8.335,50,11.0014,0,1,1,20,0,2011,0,4.30406509320417,0.6931471805599453
1,5.74,6.82,59,12.998,0,1,1,21,0,2011,0,3.6375861597263857,0.6931471805599453
1,5.74,7.575,59,11.0014,0,1,1,22,0,2011,0,3.1354942159291497,1.0986122886681098
1,5.74,7.575,59,11.0014,0,1,1,23,0,2011,0,2.9444389791664403,0.0
1,5.74,8.335,59,7.0015,0,1,1,0,1,2011,0,2.3978952727983707,1.0986122886681098
1,5.74,7.575,59,11.0014,0,1,1,1,1,2011,0,1.3862943611198906,0.0
2,6.56,7.575,55,12.998,0,1,1,2,1,2011,0,1.3862943611198906,0.0
2,6.56,9.09,55,8.9981,0,1,1,5,1,2011,0,1.9459101490553132,0.0
2,6.56,9.09,55,8.9981,0,1,1,6,1,2011,0,3.332204510175204,0.0
2,6.56,11.365,55,0.0,0,1,1,7,1,2011,0,4.584967478670572,1.0986122886681098
2,7.38,10.605,51,6.0032,0,1,1,8,1,2011,0,5.3706380281276624,1.3862943611198906
2,7.38,9.85,51,11.0014,0,1,1,9,1,2011,0,4.852030263919617,1.3862943611198906
2,8.2,10.605,51,11.0014,0,1,1,10,1,2011,0,3.9512437185814275,1.3862943611198906
2,8.2,10.605,47,8.9981,0,1,1,11,1,2011,0,3.4657359027997265,1.6094379124341003
2,8.2,11.365,51,7.0015,0,1,1,12,1,2011,0,4.02535169073515,1.0986122886681098
2,8.2,11.365,59,6.0032,0,1,1,13,1,2011,0,3.8501476017100584,1.9459101490553132
2,8.2,11.365,59,6.0032,0,1,1,14,1,2011,0,4.110873864173311,1.3862943611198906
2,6.56,9.85,80,6.0032,0,1,1,15,1,2011,0,3.828641396489095,1.0986122886681098
2,6.56,7.575,86,15.0013,0,1,1,16,1,2011,0,4.290459441148391,1.6094379124341003
2,6.56,7.575,86,15.0013,0,1,1,17,1,2011,0,4.875197323201151,1.9459101490553132
3,6.56,9.09,93,7.0015,0,1,1,18,1,2011,0,4.553876891600541,0.6931471805599453
3,6.56,11.365,93,0.0,0,1,1,19,1,2011,0,3.9512437185814275,0.0
3,6.56,7.575,93,12.998,0,1,1,20,1,2011,0,3.4965075614664802,0.0
3,6.56,9.85,86,6.0032,0,1,1,21,1,2011,0,3.044522437723423,0.0
3,6.56,9.09,93,7.0015,0,1,1,22,1,2011,0,3.367295829986474,0.6931471805599453
3,6.56,9.85,93,6.0032,0,1,1,23,1,2011,0,2.9444389791664403,0.6931471805599453
2,6.56,9.85,86,6.0032,0,1,1,0,2,2011,0,2.0794415416798357,0.0
2,6.56,9.09,86,7.0015,0,1,1,1,2,2011,0,1.9459101490553132,0.0
1,5.74,7.575,86,8.9981,0,1,1,2,2,2011,0,0.6931471805599453,0.0
1,5.74,7.575,86,11.0014,0,1,1,5,2,2011,0,1.791759469228055,0.0
1,4.92,7.575,93,8.9981,0,1,1,6,2,2011,0,2.833213344056216,0.0
1,5.74,7.575,69,8.9981,0,1,1,7,2,2011,0,4.007333185232471,0.0
1,6.56,8.335,59,11.0014,0,1,1,8,2,2011,0,4.836281906951478,1.3862943611198906
1,6.56,6.82,59,22.0028,0,1,1,9,2,2011,0,4.3694478524670215,1.3862943611198906
1,7.38,9.09,55,15.0013,0,1,1,10,2,2011,0,3.6888794541139363,0.0
1,8.2,9.09,51,26.0027,0,1,1,11,2,2011,0,3.4965075614664802,1.3862943611198906
1,8.2,7.575,47,39.0007,0,1,1,12,2,2011,0,3.970291913552122,1.3862943611198906
1,9.02,9.85,44,23.9994,0,1,1,13,2,2011,0,3.912023005428146,0.0
1,8.2,9.09,47,22.0028,0,1,1,14,2,2011,0,3.8066624897703196,0.0
1,8.2,8.335,47,27.9993,0,1,1,15,2,2011,0,3.8918202981106265,0.6931471805599453
1,9.02,9.85,44,22.0028,0,1,1,16,2,2011,0,4.1588830833596715,1.791759469228055
1,8.2,9.09,47,23.9994,0,1,1,17,2,2011,0,4.941642422609304,0.0
1,8.2,7.575,47,35.0008,0,1,1,18,2,2011,0,4.912654885736052,1.0986122886681098
1,7.38,7.575,47,27.9993,0,1,1,19,2,2011,0,4.418840607796598,0.6931471805599453
1,6.56,6.82,50,22.0028,0,1,1,20,2,2011,0,4.007333185232471,1.0986122886681098
1,6.56,6.82,55,22.0028,0,1,1,21,2,2011,0,4.060443010546419,0.0
1,6.56,6.06,55,30.0026,0,1,1,22,2,2011,0,3.4965075614664802,0.6931471805599453
1,5.74,5.305,59,27.9993,0,1,1,23,2,2011,0,2.995732273553991,0.6931471805599453
1,5.74,6.06,59,19.0012,0,1,1,0,3,2011,0,1.9459101490553132,0.6931471805599453
1,5.74,6.06,50,19.0012,0,1,1,1,3,2011,0,1.0986122886681098,0.0
1,5.74,6.06,50,23.9994,0,1,1,2,3,2011,0,1.0986122886681098,0.0
1,5.74,6.06,50,22.0028,0,1,1,3,3,2011,0,1.3862943611198906,0.0
1,5.74,6.06,50,16.9979,0,1,1,4,3,2011,0,1.6094379124341003,0.0
1,5.74,6.06,50,19.9995,0,1,1,5,3,2011,0,1.3862943611198906,0.0
1,4.92,7.575,54,8.9981,0,1,1,6,3,2011,0,3.367295829986474,0.0
1,4.92,7.575,54,8.9981,0,1,1,7,3,2011,0,4.290459441148391,0.0
1,5.74,6.82,50,12.998,0,1,1,8,3,2011,0,5.288267030694535,1.791759469228055
1,5.74,6.06,50,22.0028,0,1,1,9,3,2011,0,4.927253685157205,1.0986122886681098
2,6.56,6.82,50,23.9994,0,1,1,10,3,2011,0,3.6109179126442243,1.0986122886681098
2,8.2,8.335,44,30.0026,0,1,1,11,3,2011,0,3.5263605246161616,1.6094379124341003
1,8.2,8.335,44,27.9993,0,1,1,12,3,2011,0,3.912023005428146,1.3862943611198906
1,9.02,9.85,41,30.0026,0,1,1,13,3,2011,0,4.406719247264253,1.0986122886681098
